,Event Date,# Shows,Headliner,Support,Venue,City,State,Country,Market,Currency,Promoter,Genre,Avg. Tickets Sold,Avg. Gross USD,Avg. Event Capacity,Avg. Capacity Sold,Ticket Price Min,Ticket Price Max,Ticket Price Avg. USD,Month,Location,yt name,yt Channel ID,yt Title,yt Description,yt Published At,yt View Count,yt Subscriber Count,yt Video Count,sp artist_name,sp artist_genre,sp followers,sp popularity,name,sales,gaondigital_times,gaondigital_firsts,yawards_total,Total_Population_City,Total_Asian_Population_City,Asian_Percentage_City,County,Total_Population_County,Total_Asian_Population_County,Asian_Percentage_County,day_of_week,is_holiday,Total population_state,Asian alone population_state,Asian percentage_state
156,2023-03-24,1,CIX,,Orpheum Theatre,Los Angeles,California,United States,Los Angeles,US DOLLAR,Sean Healy Presents,Asian Pop,"1,282",139675.0,"1,976",65%,60.00,175.00,108.95,3,Los Angeles_California_United States,CIX,UCuaslC77K-NmCy8Xwk7x0hA,CIX Official,C9Entertainment CIX Official Youtube,2019-01-08T10:04:21Z,234190992.0,1040000.0,654.0,CIX,['k-pop'],614765.0,48.0,CIX,677897.0,0.0,0.0,0.0,3881041.0,458721.0,11.819535016507167,Los Angeles,10014009.0,1499984.0,14.978856120460843,4,False,39538223.0,6085947.0,15.392565821686018
157,2023-03-20,1,CIX,,Paramount Theatre,Oakland,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,Sean Healy Presents,Asian Pop,930,113055.0,"2,940",32%,65.00,250.00,121.56,3,Oakland_California_United States,CIX,UCuaslC77K-NmCy8Xwk7x0hA,CIX Official,C9Entertainment CIX Official Youtube,2019-01-08T10:04:21Z,234190992.0,1040000.0,654.0,CIX,['k-pop'],614765.0,48.0,CIX,677897.0,0.0,0.0,0.0,437825.0,69491.0,15.871866613372925,Alameda,1682353.0,545261.0,32.4106177478805,0,False,39538223.0,6085947.0,15.392565821686018
158,2023-02-07,1,JJ Lin,,SAP Center At San Jose,San Jose,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,IEM Group,Asian Pop,"10,767",3518496.0,"11,600",93%,188.00,448.00,326.79,2,San Jose_California_United States,JJ Lin,UCd91HSXKhsIv8PIjNrDByHQ,JJ Lin林俊傑,"JJ林俊傑 官方 YouTube 頻道，立即訂閱就可隨時零時差追蹤最新的 JJ 影音資訊!

The Official JJ Lin YouTube Channel",2006-02-11T12:21:49Z,1294952540.0,1500000.0,409.0,JJ Lin,"['mandopop', 'singaporean mandopop', 'singaporean pop']",2964924.0,66.0,,,,,,1001176.0,381796.0,38.13475352984889,Santa Clara,1936259.0,759030.0,39.20085071263711,1,False,39538223.0,6085947.0,15.392565821686018
159,2023-01-22,1,P1harmony,,Paramount Theatre,Oakland,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,Sean Healy Presents,Asian Pop,"2,909",359295.95,"3,040",96%,59.00,250.00,123.51,1,Oakland_California_United States,P1harmony,UCe-XzQhLaq4zS_mPXzuc_2Q,P1Harmony,"P1Harmony Official YouTube Channel
피원하모니 공식 유튜브 계정입니다.",2020-08-25T09:49:33.713788Z,122917524.0,1050000.0,1078.0,P1harmony,"['k-pop', 'k-pop boy group']",1106357.0,64.0,P1Harmony,948637.0,0.0,0.0,0.0,437825.0,69491.0,15.871866613372925,Alameda,1682353.0,545261.0,32.4106177478805,6,False,39538223.0,6085947.0,15.392565821686018
160,2023-01-20,1,P1harmony,,Hollywood Palladium,Hollywood,California,United States,Los Angeles,US DOLLAR,Sean Healy Presents,Asian Pop,"3,059",295435.0,"3,700",83%,60.00,250.00,96.58,1,Hollywood_California_United States,P1harmony,UCe-XzQhLaq4zS_mPXzuc_2Q,P1Harmony,"P1Harmony Official YouTube Channel
피원하모니 공식 유튜브 계정입니다.",2020-08-25T09:49:33.713788Z,122917524.0,1050000.0,1078.0,P1harmony,"['k-pop', 'k-pop boy group']",1106357.0,64.0,P1Harmony,948637.0,0.0,0.0,0.0,35358.0,1647.0,4.658069,Los Angeles,10014009.0,1499984.0,14.978856120460843,4,False,39538223.0,6085947.0,15.392565821686018
161,2022-11-19,2,BLACKPINK,,Banc Of California Stadium,Los Angeles,California,United States,Los Angeles,US DOLLAR,AEG Presents,Asian Pop,"23,147",7673483.0,"23,148",100%,331.50,331.50,331.5,11,Los Angeles_California_United States,BLACKPINK,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK,"BLACKPINK Official YouTube Channel
블랙핑크 공식 유튜브 채널입니다.

JISOO, JENNIE, ROSÉ, LISA
지수, 제니, 로제, 리사",2016-06-29T03:15:23Z,35298765519.0,93500000.0,596.0,BLACKPINK,"['k-pop', 'k-pop girl group', 'pop']",48492443.0,81.0,Blackpink,6073383.0,577.0,8.0,26.0,3881041.0,458721.0,11.819535016507167,Los Angeles,10014009.0,1499984.0,14.978856120460843,5,False,39538223.0,6085947.0,15.392565821686018
162,2022-11-05,1,ATEEZ,,Oakland Arena,Oakland,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,AEG Presents,Asian Pop,"7,942",1142145.52,"11,623",68%,49.50,169.50,143.81,11,Oakland_California_United States,ATEEZ,UC2e4Ukj5Pfr7cb3KpJAFBdQ,ATEEZ,ATEEZ(에이티즈) Official YouTube Channel,2018-06-27T01:57:58Z,882551629.0,3810000.0,1369.0,ATEEZ,"['k-pop', 'k-pop boy group']",3823462.0,73.0,ATEEZ,7769481.0,6.0,0.0,8.0,437825.0,69491.0,15.871866613372925,Alameda,1682353.0,545261.0,32.4106177478805,5,False,39538223.0,6085947.0,15.392565821686018
163,2022-10-26,1,ITZY,,YouTube Theater,Inglewood,California,United States,Los Angeles,US DOLLAR,Live Nation,Asian Pop,"5,742",772637.5,"5,742",100%,59.50,159.50,134.56,10,Inglewood_California_United States,ITZY,UCDhM2k2Cua-JdobAh5moMFg,ITZY,"ITZY ""BORN TO BE""
https://ITZY.lnk.to/BORNTOBE

📌Release
2024.01.08 MON 6PM (KST) | 4AM (EST)

#ITZY #MIDZY 
#ITZYComeback
#ITZY_BORNTOBE
#ITZY_UNTOUCHABLE
",2019-01-14T08:52:03Z,2784964533.0,9110000.0,1528.0,ITZY,"['k-pop', 'k-pop girl group']",7092547.0,73.0,ITZY,5446850.0,179.0,0.0,6.0,106806.0,2894.0,2.7095856038050297,Los Angeles,10014009.0,1499984.0,14.978856120460843,2,False,39538223.0,6085947.0,15.392565821686018
174,2022-07-19,2,Stray Kids,,Honda Center,Anaheim,California,United States,Los Angeles,US DOLLAR,Live Nation,"Asian Pop, World","10,012",1362621.48,"11,844",85%,49.50,179.50,136.09,7,Anaheim_California_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4777572477.0,16100000.0,1026.0,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",15053281.0,82.0,Stray Kids,21175461.0,12.0,0.0,17.0,347111.0,61068.0,17.593219460057448,Orange,3186989.0,706813.0,22.17808094097595,1,False,39538223.0,6085947.0,15.392565821686018
175,2022-07-12,1,Stray Kids,,Oakland Arena,Oakland,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,Live Nation,"Asian Pop, World","12,507",1273342.27,"12,507",100%,47.14,170.95,101.81,7,Oakland_California_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4777572477.0,16100000.0,1026.0,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",15053281.0,82.0,Stray Kids,21175461.0,12.0,0.0,17.0,437825.0,69491.0,15.871866613372925,Alameda,1682353.0,545261.0,32.4106177478805,1,False,39538223.0,6085947.0,15.392565821686018
176,2022-07-09,2,Stray Kids,,Kia Forum,Inglewood,California,United States,Los Angeles,US DOLLAR,Live Nation,"Asian Pop, World","12,460",1757591.0,"12,460",100%,49.50,179.50,141.06,7,Inglewood_California_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4777572477.0,16100000.0,1026.0,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",15053281.0,82.0,Stray Kids,21175461.0,12.0,0.0,17.0,106806.0,2894.0,2.7095856038050297,Los Angeles,10014009.0,1499984.0,14.978856120460843,5,False,39538223.0,6085947.0,15.392565821686018
177,2022-06-11,1,Monsta X,,Kia Forum,Inglewood,California,United States,Los Angeles,US DOLLAR,Live Nation,"Asian Pop, World","11,645",1318191.0,"11,645",100%,55.00,199.50,113.2,6,Inglewood_California_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,610146290.0,2570000.0,791.0,Monsta X,"['k-pop', 'k-pop boy group']",5163312.0,61.0,MONSTA X,3905428.0,4.0,0.0,22.0,106806.0,2894.0,2.7095856038050297,Los Angeles,10014009.0,1499984.0,14.978856120460843,5,False,39538223.0,6085947.0,15.392565821686018
178,2022-02-18,1,Twice,,Oakland Arena,Oakland,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,Live Nation,Asian Pop,"12,891",1397174.59,"12,891",100%,56.67,190.00,108.38,2,Oakland_California_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,6085426852.0,17100000.0,1499.0,Twice,"['k-pop', 'k-pop girl group', 'pop']",19946445.0,81.0,Twice,12293918.0,595.0,15.0,43.0,437825.0,69491.0,15.871866613372925,Alameda,1682353.0,545261.0,32.4106177478805,4,False,39538223.0,6085947.0,15.392565821686018
179,2022-02-16,2,Twice,,Forum,Inglewood,California,United States,Los Angeles,US DOLLAR,Live Nation,Asian Pop,"12,753",2219313.0,"12,753",100%,59.50,199.50,174.02,2,Inglewood_California_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,6085426852.0,17100000.0,1499.0,Twice,"['k-pop', 'k-pop girl group', 'pop']",19946445.0,81.0,Twice,12293918.0,595.0,15.0,43.0,106806.0,2894.0,2.7095856038050297,Los Angeles,10014009.0,1499984.0,14.978856120460843,2,False,39538223.0,6085947.0,15.392565821686018
180,2022-01-30,2,ATEEZ,,Forum,Inglewood,California,United States,Los Angeles,US DOLLAR,My Music Taste,Asian Pop,"9,934",1089360.0,"9,934",100%,45.00,205.00,109.66,1,Inglewood_California_United States,ATEEZ,UC2e4Ukj5Pfr7cb3KpJAFBdQ,ATEEZ,ATEEZ(에이티즈) Official YouTube Channel,2018-06-27T01:57:58Z,882551629.0,3810000.0,1369.0,ATEEZ,"['k-pop', 'k-pop boy group']",3823462.0,73.0,ATEEZ,7769481.0,6.0,0.0,8.0,106806.0,2894.0,2.7095856038050297,Los Angeles,10014009.0,1499984.0,14.978856120460843,6,False,39538223.0,6085947.0,15.392565821686018
182,2021-12-01,2,BTS,,SoFi Stadium,Inglewood,California,United States,Los Angeles,US DOLLAR,HYBE,"Asian Pop, Rap / HipHop","53,729",8408382.5,"53,729",100%,156.00,0.00,156.5,12,Inglewood_California_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22738385172.0,77800000.0,2492.0,BTS,"['k-pop', 'k-pop boy group', 'pop']",72498170.0,87.0,BTS,39771925.0,2225.0,24.0,155.0,106806.0,2894.0,2.7095856038050297,Los Angeles,10014009.0,1499984.0,14.978856120460843,2,False,39538223.0,6085947.0,15.392565821686018
183,2021-11-27,2,BTS,,SoFi Stadium,Inglewood,California,United States,Los Angeles,US DOLLAR,HYBE,"Asian Pop, Rap / HipHop","53,147",8249790.0,"53,147",100%,156.00,0.00,155.23,11,Inglewood_California_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22738385172.0,77800000.0,2492.0,BTS,"['k-pop', 'k-pop boy group', 'pop']",72498170.0,87.0,BTS,39771925.0,2225.0,24.0,155.0,106806.0,2894.0,2.7095856038050297,Los Angeles,10014009.0,1499984.0,14.978856120460843,5,False,39538223.0,6085947.0,15.392565821686018
184,2021-11-27,4,BTS,,YouTube Theater,Inglewood,California,United States,Los Angeles,US DOLLAR,HYBE,"Asian Pop, Rap / HipHop","4,472",268320.0,"5,936",75%,60.00,0.00,60.0,11,Inglewood_California_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22738385172.0,77800000.0,2492.0,BTS,"['k-pop', 'k-pop boy group', 'pop']",72498170.0,87.0,BTS,39771925.0,2225.0,24.0,155.0,106806.0,2894.0,2.7095856038050297,Los Angeles,10014009.0,1499984.0,14.978856120460843,5,False,39538223.0,6085947.0,15.392565821686018
187,2019-08-18,2,"""KCon"", Mamamoo","SEVENTEEN, Stray Kids",Staples Center,Los Angeles,California,United States,Los Angeles,US DOLLAR,AEG Presents,"Pop / Rock, World","14,935",1722495.0,"17,108",87%,72.45,207.00,115.33,8,Los Angeles_California_United States,"""KCon"", Mamamoo",UCRNqTHqou-zen6-Elbb_Cug,MAMAMOO COMEDY,,2016-01-09T05:53:20Z,13763307.0,55200.0,45.0,"""KCon"", Mamamoo",['k-pop girl group'],162938.0,39.0,,,,,,3881041.0,458721.0,11.819535016507167,Los Angeles,10014009.0,1499984.0,14.978856120460843,6,False,39538223.0,6085947.0,15.392565821686018
188,2019-08-10,1,Monsta X,,Staples Center,Los Angeles,California,United States,Los Angeles,US DOLLAR,AEG Presents,"Asian Pop, World","9,115",1103392.0,"9,985",91%,59.00,169.00,121.05,8,Los Angeles_California_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,610146290.0,2570000.0,791.0,Monsta X,"['k-pop', 'k-pop boy group']",5163312.0,61.0,MONSTA X,3905428.0,4.0,0.0,22.0,3881041.0,458721.0,11.819535016507167,Los Angeles,10014009.0,1499984.0,14.978856120460843,5,False,39538223.0,6085947.0,15.392565821686018
189,2019-07-17,1,Twice,,Forum,Inglewood,California,United States,Los Angeles,US DOLLAR,Live Nation,Asian Pop,"11,827",1388228.0,"11,827",100%,49.50,199.50,117.38,7,Inglewood_California_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,6085426852.0,17100000.0,1499.0,Twice,"['k-pop', 'k-pop girl group', 'pop']",19946445.0,81.0,Twice,12293918.0,595.0,15.0,43.0,106806.0,2894.0,2.7095856038050297,Los Angeles,10014009.0,1499984.0,14.978856120460843,2,False,39538223.0,6085947.0,15.392565821686018
190,2019-07-10,1,Got7,,Oracle Arena,Oakland,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,Live Nation,"Asian Pop, World","5,657",711584.23,"6,521",87%,47.14,190.00,125.79,7,Oakland_California_United States,Got7,UC8HEl74jL3bLLwfDP1OALxw,GOT7,GOT7 Official YouTube,2012-02-02T07:43:35Z,934828590.0,6210000.0,579.0,Got7,"['k-pop', 'k-pop boy group']",6543496.0,60.0,GOT7,4396999.0,46.0,0.0,17.0,437825.0,69491.0,15.871866613372925,Alameda,1682353.0,545261.0,32.4106177478805,2,False,39538223.0,6085947.0,15.392565821686018
191,2019-07-06,1,Got7,,Forum,Inglewood,California,United States,Los Angeles,US DOLLAR,Live Nation,"Asian Pop, World","8,450",1049866.0,"9,469",89%,49.50,199.50,124.24,7,Inglewood_California_United States,Got7,UC8HEl74jL3bLLwfDP1OALxw,GOT7,GOT7 Official YouTube,2012-02-02T07:43:35Z,934828590.0,6210000.0,579.0,Got7,"['k-pop', 'k-pop boy group']",6543496.0,60.0,GOT7,4396999.0,46.0,0.0,17.0,106806.0,2894.0,2.7095856038050297,Los Angeles,10014009.0,1499984.0,14.978856120460843,5,False,39538223.0,6085947.0,15.392565821686018
195,2019-05-04,2,BTS,,Rose Bowl,Pasadena,California,United States,Los Angeles,US DOLLAR,Live Nation,"Asian Pop, Rap / HipHop","56,520",8278757.5,"56,520",100%,55.00,250.00,146.47,5,Pasadena_California_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22738385172.0,77800000.0,2492.0,BTS,"['k-pop', 'k-pop boy group', 'pop']",72498170.0,87.0,BTS,39771925.0,2225.0,24.0,155.0,137554.0,24492.0,17.805370981578143,Los Angeles,10014009.0,1499984.0,14.978856120460843,5,False,39538223.0,6085947.0,15.392565821686018
196,2019-04-28,1,Fei Yu Ching,,Event Ctr. At San Jose State Univ.,San Jose,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,(In-House Promotion),"Asian Pop, Pop / Rock","4,404",589312.0,"4,584",96%,78.00,228.00,133.81,4,San Jose_California_United States,Fei Yu Ching,UCz8-WnBsFqpsWquij7_AINg,Fei Yu-ching - Topic,,2013-07-21T21:05:32Z,40114616.0,51800.0,1156.0,Fei Yu Ching,"['c-pop', 'classic mandopop']",131353.0,47.0,,,,,,1001176.0,381796.0,38.13475352984889,Santa Clara,1936259.0,759030.0,39.20085071263711,6,False,39538223.0,6085947.0,15.392565821686018
197,2019-02-07,2,Red Velvet,,Pasadena Civic Auditorium,Pasadena,California,United States,Los Angeles,US DOLLAR,Subkulture Entertainment,"Asian Pop, World","2,855",400240.0,"2,984",96%,69.00,199.00,140.19,2,Pasadena_California_United States,Red Velvet,UCk9GmdlDTBfgGRb7vXeRMoQ,Red Velvet,"WENDY 【Wish You Hell - The 2nd Mini Album】

Welcome to Red Velvet official YouTube Channel",2014-07-23T13:12:45Z,1633341609.0,5430000.0,405.0,Red Velvet,"['k-pop', 'k-pop girl group']",9012919.0,71.0,Red Velvet,4955389.0,512.0,3.0,19.0,137554.0,24492.0,17.805370981578143,Los Angeles,10014009.0,1499984.0,14.978856120460843,3,False,39538223.0,6085947.0,15.392565821686018
198,2019-01-18,1,Winner,,The Masonic,San Francisco,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,Live Nation,Asian Pop,"2,008",247350.0,"2,545",79%,79.50,159.50,123.18,1,San Francisco_California_United States,Winner,UCayQxFAoFCvGariuQCtHRGQ,WINNER,"WINNER Official YouTube Channel
위너 공식 유튜브 채널입니다.

YOON, JINU, HOONY, MINO
강승윤, 김진우, 이승훈, 송민호",2013-12-10T02:42:56Z,1541136371.0,4060000.0,639.0,Winner,"['k-pop', 'k-pop boy group']",2449976.0,53.0,Winner,1032476.0,321.0,2.0,5.0,851036.0,296122.0,34.79547281196096,San Francisco,873965.0,296505.0,33.92641581756706,4,False,39538223.0,6085947.0,15.392565821686018
201,2018-07-06,1,Got7,,Forum,Inglewood,California,United States,Los Angeles,US DOLLAR,Subkulture Entertainment,"Asian Pop, World","9,600",1303154.0,"10,371",93%,64.00,254.00,135.75,7,Inglewood_California_United States,Got7,UC8HEl74jL3bLLwfDP1OALxw,GOT7,GOT7 Official YouTube,2012-02-02T07:43:35Z,934828590.0,6210000.0,579.0,Got7,"['k-pop', 'k-pop boy group']",6543496.0,60.0,GOT7,4396999.0,46.0,0.0,17.0,106806.0,2894.0,2.7095856038050297,Los Angeles,10014009.0,1499984.0,14.978856120460843,4,False,39538223.0,6085947.0,15.392565821686018
204,2017-07-16,1,G-Dragon,,Forum,Inglewood,California,United States,Los Angeles,US DOLLAR,Live Nation,"Asian Pop, World","9,526",1297161.0,"10,957",87%,65.50,245.00,136.17,7,Inglewood_California_United States,G-Dragon,UCeU5qTuBiqTU5z-hyL6WITQ,OfficialGDRAGON,"G-DRAGON Official YouTube Channel
G-DRAGON 공식 유튜브 채널입니다.",2012-07-17T04:18:48Z,264949182.0,2510000.0,3.0,G-Dragon,"['k-pop', 'k-rap']",2846502.0,58.0,G-DRAGON,896306.0,210.0,3.0,16.0,106806.0,2894.0,2.7095856038050297,Los Angeles,10014009.0,1499984.0,14.978856120460843,6,False,39538223.0,6085947.0,15.392565821686018
205,2017-07-14,1,G-Dragon,,SAP Center At San Jose,San Jose,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,Live Nation,"Asian Pop, World","9,031",1161815.0,"11,441",79%,65.00,245.00,128.65,7,San Jose_California_United States,G-Dragon,UCeU5qTuBiqTU5z-hyL6WITQ,OfficialGDRAGON,"G-DRAGON Official YouTube Channel
G-DRAGON 공식 유튜브 채널입니다.",2012-07-17T04:18:48Z,264949182.0,2510000.0,3.0,G-Dragon,"['k-pop', 'k-rap']",2846502.0,58.0,G-DRAGON,896306.0,210.0,3.0,16.0,1001176.0,381796.0,38.13475352984889,Santa Clara,1936259.0,759030.0,39.20085071263711,4,False,39538223.0,6085947.0,15.392565821686018
206,2017-06-22,1,Korn,"Stone Sour, BABYMETAL, Yelawolf, Islander",Shoreline Amphitheatre,Mountain View,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,Live Nation,Pop / Rock,"8,004",205892.0,"22,011",36%,20.00,45.00,25.72,6,Mountain View_California_United States,Korn,UC6ly_u2ufiHGpYzC_28-8zw,KoRn,"The official Korn YouTube channel.
North American Fall Tour On Sale Now
",2006-08-29T23:37:19Z,2622718822.0,2940000.0,263.0,Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",7327151.0,77.0,,,,,,2166.0,224.0,10.341643582640812,Santa Clara,1936259.0,759030.0,39.20085071263711,3,False,39538223.0,6085947.0,15.392565821686018
207,2017-06-22,1,Korn,"Stone Sour, BABYMETAL, Yelawolf, Islander",Shoreline Amphitheatre,Mountain View,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,Live Nation,Pop / Rock,"8,004",205892.0,"22,011",36%,20.00,45.00,25.72,6,Mountain View_California_United States,Korn,UC6ly_u2ufiHGpYzC_28-8zw,KoRn,"The official Korn YouTube channel.
North American Fall Tour On Sale Now
",2006-08-29T23:37:19Z,2622718822.0,2940000.0,263.0,Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",7327151.0,77.0,,,,,,82132.0,27290.0,33.227000438318804,Santa Clara,1936259.0,759030.0,39.20085071263711,3,False,39538223.0,6085947.0,15.392565821686018
208,2017-06-21,1,Korn,"Stone Sour, BABYMETAL, Yelawolf, Islander",Forum,Inglewood,California,United States,Los Angeles,US DOLLAR,Live Nation,Pop / Rock,"8,783",375375.0,"12,523",70%,20.00,74.50,42.74,6,Inglewood_California_United States,Korn,UC6ly_u2ufiHGpYzC_28-8zw,KoRn,"The official Korn YouTube channel.
North American Fall Tour On Sale Now
",2006-08-29T23:37:19Z,2622718822.0,2940000.0,263.0,Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",7327151.0,77.0,,,,,,106806.0,2894.0,2.7095856038050297,Los Angeles,10014009.0,1499984.0,14.978856120460843,2,False,39538223.0,6085947.0,15.392565821686018
209,2017-06-20,1,Korn,"Stone Sour, BABYMETAL, Yelawolf, Islander",Mattress Firm Amphitheatre,Chula Vista,California,United States,San Diego,US DOLLAR,Live Nation,Pop / Rock,"5,643",194636.0,"11,477",49%,25.00,45.00,34.49,6,Chula Vista_California_United States,Korn,UC6ly_u2ufiHGpYzC_28-8zw,KoRn,"The official Korn YouTube channel.
North American Fall Tour On Sale Now
",2006-08-29T23:37:19Z,2622718822.0,2940000.0,263.0,Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",7327151.0,77.0,,,,,,276103.0,42844.0,15.517397492964582,San Diego,3298634.0,410752.0,12.452184752840116,1,False,39538223.0,6085947.0,15.392565821686018
211,2017-04-06,1,"""Asia On Tour""","Miyavi, Slot Machine, Kiha & The Faces",The Fillmore,San Francisco,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,Live Nation,Asian Pop,452,11300.0,"1,400",32%,28.00,28.00,25.0,4,San Francisco_California_United States,"""Asia On Tour""",UCOHysZKk-0ex603Y3i80Rrw,In asia on tour Chanel,,2017-01-02T11:25:20Z,549.0,5.0,5.0,"""Asia On Tour""","['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'progressive rock', 'soft rock']",600460.0,54.0,,,,,,851036.0,296122.0,34.79547281196096,San Francisco,873965.0,296505.0,33.92641581756706,3,False,39538223.0,6085947.0,15.392565821686018
212,2016-11-04,1,CL,,Microsoft Theater,Los Angeles,California,United States,Los Angeles,US DOLLAR,AEG Presents,Asian Pop,"3,264",274910.0,"4,002",82%,50.00,125.00,84.22,11,Los Angeles_California_United States,CL,UCuX8lXIexG8dRXFx54CVm2Q,CL Official Channel,"+CL+
",2019-11-21T01:13:35.854589Z,311334230.0,2080000.0,72.0,CL,['k-pop'],1180007.0,56.0,CL,12959.0,12.0,0.0,1.0,3881041.0,458721.0,11.819535016507167,Los Angeles,10014009.0,1499984.0,14.978856120460843,4,False,39538223.0,6085947.0,15.392565821686018
214,2016-04-14,1,B.A.P.,,Warfield Theatre,San Francisco,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, Pop / Rock","1,224",142205.0,"1,500",82%,50.00,180.00,116.18,4,San Francisco_California_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,344182.0,2950.0,181.0,B.A.P.,[],6.0,17.0,B.A.P,818075.0,59.0,0.0,4.0,851036.0,296122.0,34.79547281196096,San Francisco,873965.0,296505.0,33.92641581756706,3,False,39538223.0,6085947.0,15.392565821686018
218,2014-11-22,1,Fei Yu Ching,,Event Ctr. At San Jose State Univ.,San Jose,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,Musicality International,"Asian Pop, Pop / Rock","3,211",320960.2,"3,571",90%,55.10,198.00,99.96,11,San Jose_California_United States,Fei Yu Ching,UCz8-WnBsFqpsWquij7_AINg,Fei Yu-ching - Topic,,2013-07-21T21:05:32Z,40114616.0,51800.0,1156.0,Fei Yu Ching,"['c-pop', 'classic mandopop']",131353.0,47.0,,,,,,1001176.0,381796.0,38.13475352984889,Santa Clara,1936259.0,759030.0,39.20085071263711,5,False,39538223.0,6085947.0,15.392565821686018
222,2014-07-11,1,Jonathan Lee,,Event Ctr. At San Jose State Univ.,San Jose,California,United States,San Francisco-Oakland-San Jose,US DOLLAR,Musicality International,Asian Pop,"3,412",324096.0,"3,531",97%,58.00,168.00,94.99,7,San Jose_California_United States,Jonathan Lee,UCkkBZ483t5wK4nn2ZXzV8JA,Jonathan Lee,,2017-06-08T20:08:26Z,202304.0,4420.0,15.0,Jonathan Lee,[],1850.0,24.0,,,,,,1001176.0,381796.0,38.13475352984889,Santa Clara,1936259.0,759030.0,39.20085071263711,4,False,39538223.0,6085947.0,15.392565821686018
