Unnamed: 0.1,Unnamed: 0,Event Date,# Shows,Headliner,Support,Venue,City,State,Country,Market,Company Type,Currency,Promoter,Genre,Avg. Tickets Sold,Avg. Gross USD,Avg. Event Capacity,Avg. Capacity Sold,Ticket Price Min,Ticket Price Max,Ticket Price Avg. USD,Unnamed: 21,Month,Location,yt name,yt Channel ID,yt Title,yt Description,yt Published At,yt View Count,yt Subscriber Count,yt Video Count,sp artist_name,sp artist_genre,sp followers,sp popularity,day_of_week,is_holiday,Total population,Asian alone population,Asian percentage,County,Total_Population_County,Total_Asian_Population_County,Asian_Percentage_County
45,313,8/10/19,1,Monsta X,,Staples Center,Los Angeles,California,United States,Los Angeles,,US DOLLAR,AEG Presents,"Asian Pop, World",9115,1103392.0,9985,91,59.0,169.0,121.05,,8,Los Angeles_California_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,5,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
46,321,7/17/19,1,Twice,,Forum,Inglewood,California,United States,Los Angeles,,US DOLLAR,Live Nation,Asian Pop,11827,1388228.0,11827,100,49.5,199.5,117.38,,7,Inglewood_California_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,5897909757,16900000,1460,Twice,"['k-pop', 'k-pop girl group', 'pop']",19653966,81,2,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
47,326,7/10/19,1,Got7,,Oracle Arena,Oakland,California,United States,San Francisco-Oakland-San Jose,,US DOLLAR,Live Nation,"Asian Pop, World",5657,711584.23,6521,87,47.14,190.0,125.79,,7,Oakland_California_United States,Got7,UC8HEl74jL3bLLwfDP1OALxw,GOT7,GOT7 Official YouTube,2012-02-02T07:43:35Z,934828590,6220000,579,Got7,"['k-pop', 'k-pop boy group']",6515511,59,2,False,39538223,6085947,15.39256582,Alameda,1682353,545261,32.4106177478805
48,328,7/6/19,1,Got7,,Forum,Inglewood,California,United States,Los Angeles,,US DOLLAR,Live Nation,"Asian Pop, World",8450,1049866.0,9469,89,49.5,199.5,124.24,,7,Inglewood_California_United States,Got7,UC8HEl74jL3bLLwfDP1OALxw,GOT7,GOT7 Official YouTube,2012-02-02T07:43:35Z,934828590,6220000,579,Got7,"['k-pop', 'k-pop boy group']",6515511,59,5,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
49,342,5/12/19,1,NCT 127,,Microsoft Theater,Los Angeles,California,United States,Los Angeles,,US DOLLAR,Subkulture Entertainment,Asian Pop,6534,835589.0,6785,96,69.0,205.0,127.88,,5,Los Angeles_California_United States,NCT 127,UCk2E0dbAyEJWnrN2bbQOcbg,NCT 127,"【Be There For Me - Winter Special Single】

Welcome to NCT 127 Official YouTube Channel!",2017-06-07T05:47:43Z,1191537788,5560000,727,NCT 127,"['k-pop', 'k-pop boy group']",7286630,69,6,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
50,347,5/4/19,2,BTS,,Rose Bowl,Pasadena,California,United States,Los Angeles,,US DOLLAR,Live Nation,"Asian Pop, Rap / HipHop",56520,8278757.5,56520,100,55.0,250.0,146.47,,5,Pasadena_California_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22512616705,77500000,2451,BTS,"['k-pop', 'k-pop boy group', 'pop']",71614600,87,5,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
51,349,4/28/19,1,Fei Yu Ching,,Event Ctr. At San Jose State Univ.,San Jose,California,United States,San Francisco-Oakland-San Jose,,US DOLLAR,(In-House Promotion),"Asian Pop, Pop / Rock",4404,589312.0,4584,96,78.0,228.0,133.81,,4,San Jose_California_United States,Fei Yu Ching,UCz8-WnBsFqpsWquij7_AINg,Fei Yu-ching - Topic,,2013-07-21T21:05:32Z,39342053,51300,1156,Fei Yu Ching,"['c-pop', 'classic mandopop']",129516,46,6,False,39538223,6085947,15.39256582,Santa Clara,1936259,759030,39.200850712637106
52,360,2/7/19,2,Red Velvet,,Pasadena Civic Auditorium,Pasadena,California,United States,Los Angeles,,US DOLLAR,Subkulture Entertainment,"Asian Pop, World",2855,400240.0,2984,96,69.0,199.0,140.19,,2,Pasadena_California_United States,Red Velvet,UCk9GmdlDTBfgGRb7vXeRMoQ,Red Velvet,"WENDY 【Wish You Hell - The 2nd Mini Album】 ➫ 2024.03.12 6PM KST

Welcome to Red Velvet official YouTube Channel",2014-07-23T13:12:45Z,1584351799,5420000,383,Red Velvet,"['k-pop', 'k-pop girl group']",8934728,71,3,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
53,365,1/18/19,1,Winner,,The Masonic,San Francisco,California,United States,San Francisco-Oakland-San Jose,,US DOLLAR,Live Nation,Asian Pop,2008,247350.0,2545,79,79.5,159.5,123.18,,1,San Francisco_California_United States,Winner,UCayQxFAoFCvGariuQCtHRGQ,WINNER,"WINNER Official YouTube Channel
위너 공식 유튜브 채널입니다.

YOON, JINU, HOONY, MINO
강승윤, 김진우, 이승훈, 송민호",2013-12-10T02:42:56Z,1525692637,4060000,639,Winner,"['k-pop', 'k-pop boy group']",2446621,52,4,False,39538223,6085947,15.39256582,San Francisco,873965,296505,33.92641581756706
54,391,7/6/18,1,Got7,,Forum,Inglewood,California,United States,Los Angeles,,US DOLLAR,Subkulture Entertainment,"Asian Pop, World",9600,1303154.0,10371,93,64.0,254.0,135.75,,7,Inglewood_California_United States,Got7,UC8HEl74jL3bLLwfDP1OALxw,GOT7,GOT7 Official YouTube,2012-02-02T07:43:35Z,934828590,6220000,579,Got7,"['k-pop', 'k-pop boy group']",6515511,59,4,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
55,446,7/16/17,1,G-Dragon,,Forum,Inglewood,California,United States,Los Angeles,,US DOLLAR,Live Nation,"Asian Pop, World",9526,1297161.0,10957,87,65.5,245.0,136.17,,7,Inglewood_California_United States,G-Dragon,UCRfVrZpe3TA-LB4rutWAtkg,G-DRAGON - Topic,,2013-09-27T04:41:07Z,247347058,236000,190,G-Dragon,"['k-pop', 'k-rap']",2838266,58,6,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
56,449,7/14/17,1,G-Dragon,,SAP Center At San Jose,San Jose,California,United States,San Francisco-Oakland-San Jose,,US DOLLAR,Live Nation,"Asian Pop, World",9031,1161815.0,11441,79,65.0,245.0,128.65,,7,San Jose_California_United States,G-Dragon,UCRfVrZpe3TA-LB4rutWAtkg,G-DRAGON - Topic,,2013-09-27T04:41:07Z,247347058,236000,190,G-Dragon,"['k-pop', 'k-rap']",2838266,58,4,False,39538223,6085947,15.39256582,Santa Clara,1936259,759030,39.200850712637106
57,455,6/22/17,1,Korn,"Stone Sour, BABYMETAL, Yelawolf, Islander",Shoreline Amphitheatre,Mountain View,California,United States,San Francisco-Oakland-San Jose,,US DOLLAR,Live Nation,Pop / Rock,8004,205892.0,22011,36,20.0,45.0,25.72,,6,Mountain View_California_United States,Korn,UC6ly_u2ufiHGpYzC_28-8zw,KoRn,The official Korn YouTube channel.,2006-08-29T23:37:19Z,2569947598,2900000,262,Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",7143993,75,3,False,39538223,6085947,15.39256582,Santa Clara,1936259,759030,39.200850712637106
58,456,6/21/17,1,Korn,"Stone Sour, BABYMETAL, Yelawolf, Islander",Forum,Inglewood,California,United States,Los Angeles,,US DOLLAR,Live Nation,Pop / Rock,8783,375375.0,12523,70,20.0,74.5,42.74,,6,Inglewood_California_United States,Korn,UC6ly_u2ufiHGpYzC_28-8zw,KoRn,The official Korn YouTube channel.,2006-08-29T23:37:19Z,2569947598,2900000,262,Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",7143993,75,2,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
59,457,6/20/17,1,Korn,"Stone Sour, BABYMETAL, Yelawolf, Islander",Mattress Firm Amphitheatre,Chula Vista,California,United States,San Diego,,US DOLLAR,Live Nation,Pop / Rock,5643,194636.0,11477,49,25.0,45.0,34.49,,6,Chula Vista_California_United States,Korn,UC6ly_u2ufiHGpYzC_28-8zw,KoRn,The official Korn YouTube channel.,2006-08-29T23:37:19Z,2569947598,2900000,262,Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",7143993,75,1,False,39538223,6085947,15.39256582,San Diego,3298634,410752,12.452184752840115
60,461,6/16/17,1,BABYMETAL,Hellyeah,Hollywood Palladium,Hollywood,California,United States,Los Angeles,,US DOLLAR,Live Nation,"Asian Pop, Pop / Rock",3700,170200.0,3880,95,46.0,0.0,46.0,,6,Hollywood_California_United States,BABYMETAL,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,"BABYMETAL YouTube Official Channel
",2012-07-05T10:07:13Z,789630545,2880000,198,BABYMETAL,"['idol rock', 'j-metal', 'kawaii metal']",1860900,66,4,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
61,468,4/28/17,1,EXO,,Forum,Inglewood,California,United States,Los Angeles,,US DOLLAR,My Music Taste,"Asian Pop, World",8668,1436158.0,9739,89,80.0,215.0,165.69,,4,Inglewood_California_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,723151231,518000,748,EXO,"['k-pop', 'k-pop boy group']",9379264,70,4,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
62,485,2/19/17,1,B1A4,,Warfield Theatre,San Francisco,California,United States,San Francisco-Oakland-San Jose,,US DOLLAR,"AEG Presents, Goldenvoice",Asian Pop,1007,106507.0,2454,41,50.0,150.0,105.77,,2,San Francisco_California_United States,B1A4,UCDBLl8TPgGzAzUGaqbpwAZA,B1A4 OFFICIAL +,B1A4 Official YouTube Channel,2011-04-12T07:22:21Z,243280162,732000,451,B1A4,"['k-pop', 'k-pop boy group']",553483,44,6,False,39538223,6085947,15.39256582,San Francisco,873965,296505,33.92641581756706
63,504,11/4/16,1,CL,,Microsoft Theater,Los Angeles,California,United States,Los Angeles,,US DOLLAR,AEG Presents,Asian Pop,3264,274910.0,4002,82,50.0,125.0,84.22,,11,Los Angeles_California_United States,CL,UCuX8lXIexG8dRXFx54CVm2Q,CL Official Channel,"+CL+
",2019-11-21T01:13:35.854589Z,308201781,2080000,72,CL,['k-pop'],1171969,56,4,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
64,516,7/14/16,1,BABYMETAL,,The Regency Ballroom,San Francisco,California,United States,San Francisco-Oakland-San Jose,,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, Pop / Rock",1424,56248.0,1424,100,39.0,42.5,39.5,,7,San Francisco_California_United States,BABYMETAL,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,"BABYMETAL YouTube Official Channel
",2012-07-05T10:07:13Z,789630545,2880000,198,BABYMETAL,"['idol rock', 'j-metal', 'kawaii metal']",1860900,66,3,False,39538223,6085947,15.39256582,San Francisco,873965,296505,33.92641581756706
65,532,4/17/16,1,B.A.P.,,Microsoft Theater,Los Angeles,California,United States,Los Angeles,,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, Pop / Rock",2201,229130.0,3015,73,50.0,180.0,104.1,,4,Los Angeles_California_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,339577,2940,181,B.A.P.,"['k-pop', 'k-pop boy group']",721286,43,6,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
66,533,4/14/16,1,B.A.P.,,Warfield Theatre,San Francisco,California,United States,San Francisco-Oakland-San Jose,,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, Pop / Rock",1224,142205.0,1500,82,50.0,180.0,116.18,,4,San Francisco_California_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,339577,2940,181,B.A.P.,"['k-pop', 'k-pop boy group']",721286,43,3,False,39538223,6085947,15.39256582,San Francisco,873965,296505,33.92641581756706
67,546,10/4/15,1,Bigbang (Korea),,Honda Center,Anaheim,California,United States,Los Angeles,,US DOLLAR,Live Nation,Asian Pop,10346,1418457.0,14174,73,65.0,239.0,137.1,,10,Anaheim_California_United States,Bigbang (Korea),UCn5Fol5NEcyotSwqrxsedtA,Bigbear Korea channel,"ทางช่องเป็นเพียงสื่อกลางในการนำเสนอแนวทางตัวเลขสำหรับซื้อสลากกินแบ่งรัฐบาลที่ถูกกฎหมายเท่านั้น

ติดต่องานโฆษณา ลิขสิทธิ์ละเมิด อื่นๆ 
ไลน์ไอดี basbasbellbell2 
เพจเฟสบุ๊ค Bigbear Korea Channel ช่องหวย
เฟสบุ๊คส่วนตัวแอดมิน (สำหรับติดต่อเรื่องด่วนเท่านั้น) คิม คายุน",2016-05-20T11:38:40Z,6403033,269000,333,Bigbang (Korea),"['k-pop', 'k-pop boy group']",4850292,64,6,False,39538223,6085947,15.39256582,Orange,3186989,706813,22.17808094097595
68,547,10/3/15,1,Bigbang (Korea),,Staples Center,Los Angeles,California,United States,Los Angeles,,US DOLLAR,Live Nation,Asian Pop,13361,1715587.0,13535,99,65.0,249.0,128.4,,10,Los Angeles_California_United States,Bigbang (Korea),UCn5Fol5NEcyotSwqrxsedtA,Bigbear Korea channel,"ทางช่องเป็นเพียงสื่อกลางในการนำเสนอแนวทางตัวเลขสำหรับซื้อสลากกินแบ่งรัฐบาลที่ถูกกฎหมายเท่านั้น

ติดต่องานโฆษณา ลิขสิทธิ์ละเมิด อื่นๆ 
ไลน์ไอดี basbasbellbell2 
เพจเฟสบุ๊ค Bigbear Korea Channel ช่องหวย
เฟสบุ๊คส่วนตัวแอดมิน (สำหรับติดต่อเรื่องด่วนเท่านั้น) คิม คายุน",2016-05-20T11:38:40Z,6403033,269000,333,Bigbang (Korea),"['k-pop', 'k-pop boy group']",4850292,64,5,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
69,556,11/22/14,1,Fei Yu Ching,,Event Ctr. At San Jose State Univ.,San Jose,California,United States,San Francisco-Oakland-San Jose,,US DOLLAR,Musicality International,"Asian Pop, Pop / Rock",3211,320960.2,3571,90,55.1,198.0,99.96,,11,San Jose_California_United States,Fei Yu Ching,UCz8-WnBsFqpsWquij7_AINg,Fei Yu-ching - Topic,,2013-07-21T21:05:32Z,39342053,51300,1156,Fei Yu Ching,"['c-pop', 'classic mandopop']",129516,46,5,False,39538223,6085947,15.39256582,Santa Clara,1936259,759030,39.200850712637106
70,560,10/11/14,1,B1A4,,Warfield Theatre,San Francisco,California,United States,San Francisco-Oakland-San Jose,,US DOLLAR,"AEG Presents, Goldenvoice",Asian Pop,1446,163326.0,2500,58,50.0,180.0,112.95,,10,San Francisco_California_United States,B1A4,UCDBLl8TPgGzAzUGaqbpwAZA,B1A4 OFFICIAL +,B1A4 Official YouTube Channel,2011-04-12T07:22:21Z,243280162,732000,451,B1A4,"['k-pop', 'k-pop boy group']",553483,44,5,False,39538223,6085947,15.39256582,San Francisco,873965,296505,33.92641581756706
72,572,7/27/14,1,BABYMETAL,,The Fonda Theatre,Los Angeles,California,United States,Los Angeles,,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, Pop / Rock",1200,33000.0,1200,100,27.5,0.0,27.5,,7,Los Angeles_California_United States,BABYMETAL,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,"BABYMETAL YouTube Official Channel
",2012-07-05T10:07:13Z,789630545,2880000,198,BABYMETAL,"['idol rock', 'j-metal', 'kawaii metal']",1860900,66,6,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
73,573,7/11/14,1,Jonathan Lee,,Event Ctr. At San Jose State Univ.,San Jose,California,United States,San Francisco-Oakland-San Jose,,US DOLLAR,Musicality International,Asian Pop,3412,324096.0,3531,97,58.0,168.0,94.99,,7,San Jose_California_United States,Jonathan Lee,UCkkBZ483t5wK4nn2ZXzV8JA,Jonathan Lee,,2017-06-08T20:08:26Z,199499,4400,15,Jonathan Lee,[],1741,23,4,False,39538223,6085947,15.39256582,Santa Clara,1936259,759030,39.200850712637106
74,576,4/22/14,1,B.A.P.,,Microsoft Theater,Los Angeles,California,United States,Los Angeles,,US DOLLAR,AEG Presents,"Asian Pop, Pop / Rock",2770,239080.0,6882,40,45.0,135.0,86.31,,4,Los Angeles_California_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,339577,2940,181,B.A.P.,"['k-pop', 'k-pop boy group']",721286,43,1,False,39538223,6085947,15.39256582,Los Angeles,10014009,1499984,14.978856120460845
76,591,11/3/12,2,Bigbang (Korea),,Honda Center,Anaheim,California,United States,Los Angeles,,US DOLLAR,Live Nation,Asian Pop,10957,1319509.5,12757,86,50.0,200.0,120.43,,11,Anaheim_California_United States,Bigbang (Korea),UCn5Fol5NEcyotSwqrxsedtA,Bigbear Korea channel,"ทางช่องเป็นเพียงสื่อกลางในการนำเสนอแนวทางตัวเลขสำหรับซื้อสลากกินแบ่งรัฐบาลที่ถูกกฎหมายเท่านั้น

ติดต่องานโฆษณา ลิขสิทธิ์ละเมิด อื่นๆ 
ไลน์ไอดี basbasbellbell2 
เพจเฟสบุ๊ค Bigbear Korea Channel ช่องหวย
เฟสบุ๊คส่วนตัวแอดมิน (สำหรับติดต่อเรื่องด่วนเท่านั้น) คิม คายุน",2016-05-20T11:38:40Z,6403033,269000,333,Bigbang (Korea),"['k-pop', 'k-pop boy group']",4850292,64,5,False,39538223,6085947,15.39256582,Orange,3186989,706813,22.17808094097595
79,613,10/4/08,1,Fei Yu Ching,,Event Ctr. At San Jose State Univ.,San Jose,California,United States,San Francisco-Oakland-San Jose,,US DOLLAR,USA Star Image,"Asian Pop, Pop / Rock",3626,372528.0,3940,92,58.0,168.0,102.74,,10,San Jose_California_United States,Fei Yu Ching,UCz8-WnBsFqpsWquij7_AINg,Fei Yu-ching - Topic,,2013-07-21T21:05:32Z,39342053,51300,1156,Fei Yu Ching,"['c-pop', 'classic mandopop']",129516,46,5,False,39538223,6085947,15.39256582,Santa Clara,1936259,759030,39.200850712637106
82,2,11/3/23,1,EVERGLOW,,Kings Theatre,Brooklyn,New York,United States,New York,,US DOLLAR,Sean Healy Presents,Asian Pop,941,100970.0,2312,41,60.0,195.0,107.3,,11,Brooklyn_New York_United States,EVERGLOW,UCg3scYhWcPmyfJcSkulJcow,Everglow,"Welcome to my channel! 
My name is Marco, I'm from Italy and as you can see by a quick look, I focused all of my channel to the Kingdom Hearts video game saga.
On this channel I upload videos that I have filmed and edited myself. They're not just ORIGINAL videos but I also try and help with video guides and translations, all of them realized by me. Every video shows step-by-step the ways to beat the KH games.

I also work on translations for the Japanese exclusive story updates of Kingdom Hearts Union x [Cross]. 
It's a very hard work that you can't find anywhere else, since every dialogue has been translated and realized by me. These translations are fundamental to the understanding of Kingdom Hearts 3, a game that the whole community has been waiting for 12 years. 

Don't get fooled by the similar thumbnails! They're all part of a big project so each video is different and original!


Hopefully my channel is clear enough to let you find the content you need!",2012-07-18T21:07:58Z,28337056,110000,554,EVERGLOW,"['k-pop', 'k-pop girl group']",2098681,59,4,False,20201249,1933127,9.569343955,Kings,2736074,373680,13.657525344709242
